LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,TS,WS50M,T2M,T2M_MIN,T2M_MAX,RH2M,PRECTOT,QV2M,T2MDEW,WS50M_MAX,WS50M_MIN
20.24321,85.84161,2019,6,27,5.32,30.93,6.24,30.49,27.79,34.03,77.87,8.17,21.52,26.29,8.11,3.46
20.24321,85.84161,2019,6,28,3.23,30.11,5.89,30.21,28.36,33.01,80.45,8.75,21.91,26.54,7.53,4.02
20.24321,85.84161,2019,6,29,2.03,29.89,6.1,29.7,27.78,33.29,79.85,10.39,21.11,25.92,7.35,4.26
20.24321,85.84161,2019,6,30,2.98,28.9,3.35,28.43,26.91,30.6,84.57,5.29,20.79,25.61,7.2,0.7
20.24321,85.84161,2019,7,1,0.49,29.49,5,29.23,26.04,32.93,79.22,22.48,20.43,25.34,8.83,1.53
20.24321,85.84161,2019,7,2,2.23,29.04,8.48,29.02,26.62,31.81,81.35,27.56,20.74,25.57,10.51,6.55
20.24321,85.84161,2019,7,3,3.29,29.91,8.14,29.69,26.83,33.27,78.59,3.83,20.77,25.65,9.78,7.03
20.24321,85.84161,2019,7,4,2.66,29.88,7.39,29.63,26.79,33.22,77.4,6.08,20.37,25.35,8.28,6.67
20.24321,85.84161,2019,7,5,2.2,28.62,6.96,28.59,26.89,31.29,85.33,27.07,21.22,25.92,9.28,5.98
20.24321,85.84161,2019,7,6,1.54,27.91,9.59,27.94,25.7,29.92,82.74,20.52,19.79,24.78,11.97,8.15
20.24321,85.84161,2019,7,7,3.56,29.39,9.7,29.39,26.09,33.67,78.22,2.23,20.32,25.29,11.16,8.16
20.24321,85.84161,2019,7,8,4.02,29.61,8.46,29.4,26.95,33.21,82.03,2.6,21.31,26.07,9.73,7.48
20.24321,85.84161,2019,7,9,5.24,28.24,6.86,28.37,27.13,30.1,87.13,9.05,21.3,26.04,8.01,5.53
20.24321,85.84161,2019,7,10,3.18,28.86,8.04,28.81,26.9,31.86,84.9,3.77,21.29,26.05,9.75,6.94
20.24321,85.84161,2019,7,11,-999,28.35,8.56,28.34,26.95,30.66,86.72,1.21,21.11,25.93,9.39,7.55
20.24321,85.84161,2019,7,12,4.57,28.43,7.15,28.43,26.62,30.82,85.7,2.66,20.94,25.82,9.47,5.6
20.24321,85.84161,2019,7,13,4.46,28.35,6.93,28.49,26.89,31,86.79,4.93,21.28,26.1,8.06,5.75
20.24321,85.84161,2019,7,14,6.2,29.12,6.45,29.23,26.72,32.55,83,0.67,21.29,26.09,7.8,5.7
20.24321,85.84161,2019,7,15,4.02,29.71,6.11,29.64,26.9,33.27,80.3,1.6,21.11,25.96,7.41,4.5
20.24321,85.84161,2019,7,16,6.09,28.23,4.86,28.26,27.02,29.67,86.77,4.38,21.06,25.86,6.55,1.8
20.24321,85.84161,2019,7,17,6.45,29.64,2.64,29.5,26.19,33.04,81.75,5.74,21.33,26.11,4.69,0.58
20.24321,85.84161,2019,7,18,5.57,29.3,3.06,29.13,27.05,31.97,83.9,12.69,21.45,26.17,5.24,1.49
20.24321,85.84161,2019,7,19,3.81,29.27,5.97,28.65,26.14,32.09,83.16,5.32,20.67,25.56,8.27,3.56
20.24321,85.84161,2019,7,20,4.29,29.4,6.55,28.83,26.45,32.02,82.69,1.81,20.73,25.64,7.33,5.58
20.24321,85.84161,2019,7,21,6,29.71,5.32,28.94,26.61,31.94,80.77,0.67,20.35,25.37,6.57,4.23
20.24321,85.84161,2019,7,22,-999,29.44,5.6,28.95,26.57,32.04,80.3,0.51,20.24,25.28,6.69,4.53
20.24321,85.84161,2019,7,23,5.97,29.28,5.13,28.69,26.56,31.53,80.88,0.68,20.08,25.14,6.79,3.81
20.24321,85.84161,2019,7,24,5.67,29.76,4.28,29.36,25.92,33.12,79.33,8.44,20.49,25.49,6.78,2.64
20.24321,85.84161,2019,7,25,1.13,28.11,6.15,28.15,27.06,29.46,91.09,41.9,21.96,26.55,7.24,5.12
20.24321,85.84161,2019,7,26,1.21,28.8,4.68,28.48,26.4,31.34,84.47,26.47,20.79,25.64,7.44,2.73
20.24321,85.84161,2019,7,27,2.83,27.91,5.53,27.67,26.06,29.89,86.49,18,20.32,25.23,8.09,3.04
20.24321,85.84161,2019,7,28,2.14,28.47,3.01,27.91,26.23,30.72,85.68,18.81,20.43,25.32,5.63,0.39
20.24321,85.84161,2019,7,29,2.59,27.78,8.88,27.63,25.91,29.92,86.53,24.72,20.29,25.2,13.24,5.09
20.24321,85.84161,2019,7,30,3.91,27.95,10.29,27.8,25.68,30.72,82.13,0.67,19.39,24.53,12.96,8.97
20.24321,85.84161,2019,7,31,3.38,27.83,7.95,27.81,26.36,29.58,84.83,2.97,20.03,25.05,9.04,6.03
20.24321,85.84161,2019,8,1,2.55,28.83,6.33,28.48,25.91,31.61,83.05,2.5,20.41,25.36,8.03,5.03
20.24321,85.84161,2019,8,2,3.31,29.13,5.18,28.51,26.21,31.44,84.38,2.42,20.83,25.66,8.09,1.88
20.24321,85.84161,2019,8,3,2.72,28.57,7.52,28.29,26.05,31.07,85.47,4.26,20.84,25.65,9.08,6.29
20.24321,85.84161,2019,8,4,3.56,29.38,7.64,29.11,26.14,32.9,81.64,9.8,20.88,25.71,8.81,6.17
20.24321,85.84161,2019,8,5,3.29,27.96,6.37,27.98,25.91,30.4,85.23,34.39,20.43,25.29,8.6,4.29
20.24321,85.84161,2019,8,6,2.53,28.34,5.34,28.42,26.6,30.34,90.02,34.33,22.24,26.63,7.14,2.63
20.24321,85.84161,2019,8,7,1.11,27.64,9.12,27.68,26.32,29.55,90.71,52.82,21.55,26.02,12.45,6.1
20.24321,85.84161,2019,8,8,3.42,28.11,10.85,28.06,26.12,31.13,86.43,12.07,20.88,25.61,12.66,9.42
20.24321,85.84161,2019,8,9,5.58,29.19,5.45,28.91,26.15,32.21,84.21,2.15,21.25,26.01,8.85,3.34
20.24321,85.84161,2019,8,10,5.94,29.31,4.79,29.02,25.87,32.35,81.87,1.28,20.77,25.66,6.13,3.35
20.24321,85.84161,2019,8,11,4,28.89,5.83,28.95,26.58,32.1,84.95,4.94,21.5,26.19,7.89,4.73
20.24321,85.84161,2019,8,12,0.82,27.63,5.13,27.66,26.51,29.44,91.48,37.8,21.51,26.14,7.4,3.14
20.24321,85.84161,2019,8,13,3.03,27.9,5.15,27.75,26.08,30.23,89.46,8.39,21.15,25.86,9.73,1.39
20.24321,85.84161,2019,8,14,4.07,28.41,7.66,28.32,26.47,31.11,86.47,0.6,21.05,25.87,9.43,6.17
20.24321,85.84161,2019,8,15,4.61,28.25,4.71,28.21,26.44,30.29,87.59,0.46,21.12,25.96,6.61,2.91
20.24321,85.84161,2019,8,16,4.97,28.36,4.41,28.31,26.39,30.75,88.23,2.54,21.43,26.19,5.61,2.46
20.24321,85.84161,2019,8,17,3.01,27.65,3.11,27.68,26.57,29.49,90.46,12.53,21.18,25.98,6.05,0.79
20.24321,85.84161,2019,8,18,2.35,27.42,7.13,27.4,26.18,29.68,90.27,15.28,20.78,25.66,8.35,5.51
20.24321,85.84161,2019,8,19,5.32,28.67,4.92,28.27,25.5,31.36,85.12,0.6,20.59,25.56,6.81,3.51
20.24321,85.84161,2019,8,20,4.44,28.8,5.12,28.65,26.6,31.33,86.94,1.74,21.55,26.28,5.92,4.28
20.24321,85.84161,2019,8,21,3.15,27.99,3.77,28.04,26.37,29.91,88.19,4.06,21.13,25.92,5.69,2.71
20.24321,85.84161,2019,8,22,4.63,28.43,2.24,28.19,26.01,31.2,83.15,8.61,20.08,25.1,4.91,0.3
20.24321,85.84161,2019,8,23,1.83,28.28,4.33,28.03,25.93,30.81,86.44,7.86,20.69,25.57,6.15,2.21
20.24321,85.84161,2019,8,24,3.63,29.12,3.32,28.62,25.57,32.25,82.04,4.31,20.32,25.31,5.29,0.89
20.24321,85.84161,2019,8,25,1.41,27.3,3.43,27.27,26.14,28.54,89.7,22.55,20.55,25.43,6.46,0.08
20.24321,85.84161,2019,8,26,2.92,27.24,6.97,27.32,25.88,29.26,89.25,10.3,20.5,25.4,8.65,5.36
20.24321,85.84161,2019,8,27,2.59,27.94,7.25,27.87,25.65,30.59,85.01,4.89,20.16,25.15,9.89,5.16
20.24321,85.84161,2019,8,28,1.48,28.22,4.82,28.14,25.99,30.98,84.12,3.42,20.23,25.24,5.9,3.73
20.24321,85.84161,2019,8,29,4.18,27.56,4.54,27.52,25.89,29.72,87.95,6.83,20.41,25.36,6.08,3.54
20.24321,85.84161,2019,8,30,4.72,28.61,3.6,28.32,25.78,31.48,86.09,2.41,20.98,25.79,5.15,2.22
20.24321,85.84161,2019,8,31,4.74,28.18,3.34,28.05,26.29,30.55,87.49,2.18,21,25.79,5.22,1.93
20.24321,85.84161,2019,9,1,5.1,28.29,2.71,28.25,26.25,30.56,85.08,5.13,20.65,25.54,5.31,0.41
20.24321,85.84161,2019,9,2,2.5,27.56,4.72,27.49,25.9,29.7,88.99,12.83,20.66,25.51,6.43,2.82
20.24321,85.84161,2019,9,3,3.95,28.21,4.25,28.03,25.18,31.13,87.29,25.76,20.95,25.73,6.1,2.03
20.24321,85.84161,2019,9,4,4.73,28.02,4.56,27.88,26.43,30.01,88.09,16.4,20.98,25.74,6.86,3.03
20.24321,85.84161,2019,9,5,3.48,29.01,2.55,28.67,26.26,31.77,85.69,14.94,21.37,26.07,5.56,0.29
20.24321,85.84161,2019,9,6,1.78,29.1,3.61,28.86,26.71,31.73,87.62,37.02,22.14,26.61,5.5,0.58
20.24321,85.84161,2019,9,7,3.66,28.53,6.08,28.43,26.89,30.65,89.5,24.28,22.05,26.54,8.19,3.66
20.24321,85.84161,2019,9,8,4.91,28.29,7.84,28.37,26.71,31.15,89.01,12.17,21.78,26.38,9.29,6.55
20.24321,85.84161,2019,9,9,3.76,28.41,5.64,28.37,26.91,30.78,88.78,3.01,21.7,26.35,6.71,4.87
20.24321,85.84161,2019,9,10,2.37,27.88,6.41,27.99,26.69,29.77,91.38,5.94,21.83,26.45,7.44,5.66
20.24321,85.84161,2019,9,11,1.98,27.62,6.9,27.69,26.56,29.29,92,14.79,21.56,26.27,8.07,5.33
20.24321,85.84161,2019,9,12,0.81,27.28,8.36,27.43,26.41,29.24,91.3,10.48,21.03,25.88,10.41,6.92
20.24321,85.84161,2019,9,13,4.73,27.98,6.44,27.8,25.91,30.29,87.88,1,20.66,25.62,8.17,5.34
20.24321,85.84161,2019,9,14,5.6,27.62,5.07,27.56,26.05,30.04,89.34,1.53,20.71,25.65,5.86,4.12
20.24321,85.84161,2019,9,15,5.07,28.56,4.01,28.13,25.43,31.48,86.43,1.88,20.73,25.67,5.75,2.29
20.24321,85.84161,2019,9,16,5.18,28.19,4.14,27.9,26.01,30.54,88.72,1.39,21.03,25.87,5.39,3
20.24321,85.84161,2019,9,17,4.89,28.22,4.63,28,25.94,30.96,86.67,1.9,20.64,25.59,5.3,4.05
20.24321,85.84161,2019,9,18,4.98,28.06,5.58,27.79,25.79,30.54,88.45,4.71,20.76,25.71,6.98,3.81
20.24321,85.84161,2019,9,19,4.83,28.22,4.86,27.89,25.99,30.5,87.9,1.92,20.74,25.71,5.6,3.08
20.24321,85.84161,2019,9,20,5.51,28.46,2.91,28,25.99,30.87,84.88,1.03,20.15,25.25,4.13,2.22
20.24321,85.84161,2019,9,21,5.85,28.51,2.38,28.17,25.93,31.32,81.51,0.32,19.55,24.76,4.34,0.51
20.24321,85.84161,2019,9,22,4.7,28.22,2.69,28.02,26.05,30.82,83.36,4.06,19.81,24.98,4.58,0.77
20.24321,85.84161,2019,9,23,2.56,27.56,5.04,27.35,25.72,29.72,89.28,16.71,20.4,25.43,7.58,1.93
20.24321,85.84161,2019,9,24,1.72,27.07,6.05,27.04,25.96,29.13,92.83,28.86,20.84,25.77,8.1,3.9
20.24321,85.84161,2019,9,25,1.6,26.75,5.82,26.76,25.97,27.84,91.42,49.1,20.11,25.23,7.38,4.95
20.24321,85.84161,2019,9,26,3.82,26.75,4.65,26.69,25.11,28.81,89.18,17.41,19.48,24.76,6.29,3.31
20.24321,85.84161,2019,9,27,3.63,26.19,2.97,25.97,24.66,27.79,88.33,10.43,18.48,23.89,4.44,1.79
20.24321,85.84161,2019,9,28,1.22,26.2,3.98,26.05,24.51,28.03,90.48,9.42,19.06,24.36,4.98,2.67
20.24321,85.84161,2019,9,29,4.03,26.17,4.04,26,24.83,27.72,90.66,14.68,19.04,24.35,5.38,3.31
20.24321,85.84161,2019,9,30,3.37,26.52,4.45,26.45,24.27,28.89,87.4,0.94,18.89,24.2,5.91,3.53
20.24321,85.84161,2019,10,1,5.18,26.87,4.68,26.93,24.91,29.48,87.9,3.06,19.56,24.76,5.85,3.86
20.24321,85.84161,2019,10,2,5.73,27.81,3.11,27.57,24.33,31.18,83.96,2.71,19.4,24.66,4.42,1.33
20.24321,85.84161,2019,10,3,5.3,27.56,3.08,27.46,25.19,29.9,85.3,1.22,19.59,24.8,4.69,2.19
20.24321,85.84161,2019,10,4,5.02,27.22,3.36,27.27,25,29.79,82.93,0.79,18.83,24.16,4.73,1.82
20.24321,85.84161,2019,10,5,4.95,27.33,2.53,27.21,24.46,29.9,80.84,0.81,18.29,23.69,4.54,0.71
20.24321,85.84161,2019,10,6,5.35,27.56,2.92,27.47,24.92,30.13,83.48,2.76,19.18,24.46,4.91,1.4
20.24321,85.84161,2019,10,7,4.9,27.17,2.18,27.03,25.36,29.19,85.08,8.21,19.03,24.33,2.95,1.16
20.24321,85.84161,2019,10,8,3.72,26.48,2.36,26.22,24.83,27.97,86.73,8.51,18.49,23.85,3.33,0.21
20.24321,85.84161,2019,10,9,4.29,27.05,1.75,26.44,24.23,29.15,83.47,3.73,18.03,23.45,3.14,0.85
20.24321,85.84161,2019,10,10,4.39,27.3,2.36,26.85,24.45,29.97,84.06,3.42,18.61,23.96,4.36,0.97
20.24321,85.84161,2019,10,11,4.83,27.05,2.22,26.93,25.05,29.32,86.55,7.25,19.26,24.51,4.31,0.37
20.24321,85.84161,2019,10,12,4.68,26.52,3.29,26.27,24.59,28.85,88.44,5.59,18.91,24.21,4.57,0.52
20.24321,85.84161,2019,10,13,5.3,26.68,2.82,26.5,23.14,29.76,83.35,2.82,18.04,23.49,4.32,0.8
20.24321,85.84161,2019,10,14,5.2,26.98,3.09,26.9,23.67,30.44,82.31,2.95,18.24,23.68,4.63,0.26
20.24321,85.84161,2019,10,15,5.32,26.26,4.27,26.18,23.25,29.55,83.31,0.59,17.68,23.17,4.75,3.48
20.24321,85.84161,2019,10,16,5.23,26.18,3.84,25.93,22.83,29.24,86.58,5.89,18.1,23.53,5.12,3.19
20.24321,85.84161,2019,10,17,4.47,26.51,2.28,26.18,24.11,28.65,86.13,4.84,18.28,23.7,3.7,1.43
20.24321,85.84161,2019,10,18,5.28,27.06,2.44,26.78,23.58,30.04,83.59,0.49,18.38,23.81,3,1.19
20.24321,85.84161,2019,10,19,5.26,27.06,2.77,26.91,23.33,30.51,81.63,0.37,18.07,23.55,3.75,1.83
20.24321,85.84161,2019,10,20,5.03,27.37,1.92,27.35,23.61,30.77,79.25,0.61,18.01,23.51,2.75,0.55
20.24321,85.84161,2019,10,21,5.19,27.69,1.74,27.52,23.43,31.17,77.84,0.43,17.89,23.39,3.95,0.37
20.24321,85.84161,2019,10,22,5.28,27.86,1.51,27.58,24.59,31.03,76.87,1.72,17.75,23.24,3.86,0.45
20.24321,85.84161,2019,10,23,1.41,26.16,4.09,26.08,24.83,28.31,87.87,69.62,18.61,23.92,6.4,2.26
20.24321,85.84161,2019,10,24,0.87,26.09,7.52,26.19,25.12,27.61,92.75,114.15,19.8,24.91,9.71,6.54
20.24321,85.84161,2019,10,25,2.44,26.24,7.48,26.41,25.17,27.81,91.5,40.5,19.8,24.91,9.49,5.89
20.24321,85.84161,2019,10,26,3.35,26.69,1.54,26.56,24.67,28.96,86.54,11.51,18.82,24.15,5.29,0.44
20.24321,85.84161,2019,10,27,4.17,26.89,2.25,26.54,24.47,29.06,87.29,3.56,18.95,24.27,3.49,1.11
20.24321,85.84161,2019,10,28,4.61,26.53,3.7,26.22,24.31,28.96,87.75,0.63,18.67,24.03,4.72,3.13
20.24321,85.84161,2019,10,29,4.74,26.48,2.55,26.05,23.4,29,84.62,0,17.81,23.29,3.58,0.96
20.24321,85.84161,2019,10,30,4.7,26.76,1.58,26.53,23.43,29.6,81.57,0,17.67,23.17,3.04,0.54
20.24321,85.84161,2019,10,31,4.26,26.25,2.72,26.25,23.56,29.42,82.09,0.01,17.5,23,3.69,2.31
20.24321,85.84161,2019,11,1,4.81,25.55,3.3,25.64,21.6,29.15,79.94,0,16.44,21.98,5.85,1.62
20.24321,85.84161,2019,11,2,4.89,25.39,3.22,25.52,22.19,29.02,82.21,0,16.77,22.31,4.39,1.84
20.24321,85.84161,2019,11,3,4.85,24.76,3.51,24.7,20.77,28.99,80.88,0,15.69,21.24,5.05,2.3
20.24321,85.84161,2019,11,4,5.02,24.77,3.96,24.96,20.88,29.06,80.9,0,15.95,21.5,6.03,1.45
20.24321,85.84161,2019,11,5,4.48,24.86,3.21,25.23,21.04,28.9,79.95,0,16.05,21.59,5.82,1.1
20.24321,85.84161,2019,11,6,3.41,24.41,3.51,24.77,21.5,28.2,81.24,0,15.88,21.39,4.53,1.77
20.24321,85.84161,2019,11,7,4.67,23.82,4.9,24.06,20.99,28.13,78.98,0,14.79,20.25,6.53,1.67
20.24321,85.84161,2019,11,8,1.43,22.93,9.48,22.83,20.18,25.66,89.62,13.16,15.61,21.03,12.3,6.62
20.24321,85.84161,2019,11,9,1.58,23.88,11.08,23.86,21.63,26.78,89.09,18.79,16.57,21.95,12.26,8.36
20.24321,85.84161,2019,11,10,3.79,25.31,5.72,25.21,22.03,29.27,87.26,0.99,17.54,22.95,7.88,3.23
20.24321,85.84161,2019,11,11,4.8,25.14,3.38,24.96,21.61,28.51,83.66,0.26,16.53,22.03,5,2.59
20.24321,85.84161,2019,11,12,4.52,24.15,3.06,24.16,19.86,28.28,79.09,0,14.85,20.37,5.41,1.23
20.24321,85.84161,2019,11,13,4.9,22.55,3.27,22.85,18.53,27.19,75.59,0,13.08,18.39,4.85,2.49
20.24321,85.84161,2019,11,14,4.81,21.61,2.85,22.24,17.32,26.44,74.74,0,12.45,17.62,4.28,1.8
20.24321,85.84161,2019,11,15,4.86,22.37,2.55,22.56,17.53,27.39,79.4,0,13.51,18.87,4.13,1.56
20.24321,85.84161,2019,11,16,4.64,22.68,3.19,22.78,18.07,27.02,81.48,0,14.06,19.49,5.67,1.23
20.24321,85.84161,2019,11,17,4.64,22.85,3.34,22.75,18.64,27.37,80.85,0,13.93,19.33,5.15,1.91
20.24321,85.84161,2019,11,18,4.74,21.68,3.53,22,16.68,26.71,78.92,0,12.97,18.23,5.9,0.87
20.24321,85.84161,2019,11,19,4.6,21.97,2.88,22.16,17.22,26.79,79.62,0,13.22,18.52,4.82,1.8
20.24321,85.84161,2019,11,20,4.67,21.96,2.7,22.2,18.23,26.43,79.53,0,13.24,18.55,3.69,1.68
20.24321,85.84161,2019,11,21,4.36,21.73,2.56,22.17,17.58,26.35,77.92,0,12.93,18.2,3.71,1.64
20.24321,85.84161,2019,11,22,4.39,21.93,1.67,22.42,17.79,26.03,75.58,0,12.73,17.97,3.05,0.16
20.24321,85.84161,2019,11,23,4.19,22.19,1.83,22.5,17.45,26.67,75.55,0,12.79,18.04,4.44,0.53
20.24321,85.84161,2019,11,24,4.49,22.03,2.03,22.47,17.7,26.51,76.57,0,12.95,18.22,4.3,0.15
20.24321,85.84161,2019,11,25,4.44,21.89,2.63,22.15,17.53,26.41,80.97,0,13.42,18.77,3.92,1.31
20.24321,85.84161,2019,11,26,4.35,21.9,2.86,22.27,18.02,26.65,84.15,0,14.07,19.49,4.22,2.08
20.24321,85.84161,2019,11,27,4.39,21.96,2.87,22.44,18.84,26.32,85.04,0,14.36,19.82,4.01,2.05
20.24321,85.84161,2019,11,28,4.02,22.15,2.84,22.43,18.45,26.87,86.7,0,14.63,20.11,3.92,1.67
20.24321,85.84161,2019,11,29,4.5,22.21,1.95,22.56,17.82,26.73,81.84,0,13.92,19.34,3.8,0.32
20.24321,85.84161,2019,11,30,4.25,21.75,2.95,22.09,17.37,26.51,82.65,0,13.66,19.03,4.41,0.21
20.24321,85.84161,2019,12,1,4.03,21.48,2.92,21.88,17.39,25.85,84.55,0,13.79,19.18,4.72,0.62
20.24321,85.84161,2019,12,2,2.96,21.06,3.69,21.27,17.67,25.27,82.09,0,12.88,18.12,5.42,1.56
20.24321,85.84161,2019,12,3,4.28,20.84,3,21.21,16.31,25.44,77.55,0,12.12,17.19,5.11,0.22
20.24321,85.84161,2019,12,4,4.24,20.57,4.03,20.74,16.71,25.24,80.38,0,12.19,17.29,5.7,0.87
20.24321,85.84161,2019,12,5,4.48,18.85,4.34,19.2,14.75,24.04,72.79,0,10.01,14.28,6.52,2.58
20.24321,85.84161,2019,12,6,4.36,19.26,2.8,19.49,14.05,24.59,75.7,0.02,10.61,15.16,5.02,1.49
20.24321,85.84161,2019,12,7,3.98,21.34,3.38,21.16,16.63,25.85,85.04,0.66,13.24,18.56,4.61,2.31
20.24321,85.84161,2019,12,8,4.04,22.62,1.87,22.71,19.1,26.38,79.77,0,13.66,19.09,3.26,0.65
20.24321,85.84161,2019,12,9,4.04,22.6,1.1,22.8,19.25,26.39,74.83,0,12.88,18.18,2.31,0.16
20.24321,85.84161,2019,12,10,3.83,21.5,1.71,21.72,17.58,25.46,74.32,0,11.99,17.03,2.85,0.52
20.24321,85.84161,2019,12,11,4.16,20.99,1.72,21.47,16.67,25.51,72.27,0,11.49,16.36,3.83,0.67
20.24321,85.84161,2019,12,12,4.02,20.9,1.85,21.32,17.17,25.43,73.46,0.06,11.57,16.46,3.27,0.75
20.24321,85.84161,2019,12,13,3.47,21.6,3.19,21.95,18.76,25.73,81.6,1.09,13.35,18.7,4.55,1.37
20.24321,85.84161,2019,12,14,3.99,22.13,2.69,22.2,18.61,26.18,80.15,0.01,13.3,18.66,4.14,1.43
20.24321,85.84161,2019,12,15,4.17,21.6,2.09,22.14,18.3,25.94,78.37,0,12.96,18.26,3.1,0.71
20.24321,85.84161,2019,12,16,3.79,21.28,2.32,21.52,17.63,25.6,81.15,0.01,12.93,18.19,2.98,1.81
20.24321,85.84161,2019,12,17,3.75,21.69,3.17,21.43,17.63,25.8,84.7,0,13.41,18.76,4.89,1.14
20.24321,85.84161,2019,12,18,3.41,20.66,4.13,20.2,17.16,24.08,84.28,0,12.36,17.48,5.94,3.09
20.24321,85.84161,2019,12,19,4.25,18.01,3.96,17.59,13.59,22.24,78.34,0,9.75,13.82,5.97,2.47
20.24321,85.84161,2019,12,20,4.3,17.17,3.01,17.03,11.47,22.1,73.67,0,8.86,12.36,5.27,1.38
20.24321,85.84161,2019,12,21,3.43,17.43,2.79,17.54,12.29,22.17,73.3,0,9.1,12.78,4.41,1.03
20.24321,85.84161,2019,12,22,3.9,18.59,2.42,19.21,13.75,23.83,71.82,0,9.91,14.08,5.14,0.25
20.24321,85.84161,2019,12,23,3.5,18.69,3.45,18.85,14.26,23.94,78.79,0,10.63,15.14,5.16,0.97
20.24321,85.84161,2019,12,24,4.04,18.78,4.09,18.81,14.42,23.8,79.29,0,10.66,15.19,5.84,2.05
20.24321,85.84161,2019,12,25,4.06,19.36,2.45,19.33,14.25,24.29,74.75,0,10.39,14.81,4.13,1.02
20.24321,85.84161,2019,12,26,1.31,19.61,2.01,19.5,17.47,22.09,82.85,0.23,11.66,16.53,4.4,0.29
20.24321,85.84161,2019,12,27,2.2,18.5,4.39,18.03,14.31,20.04,89.58,0.39,11.5,16.28,5.37,3.38
20.24321,85.84161,2019,12,28,4.47,14.83,5.59,14.23,9.15,20,71.08,0,7.13,9.13,7.27,4.17
20.24321,85.84161,2019,12,29,4.42,15.49,3.79,15.47,9.66,21.26,73.83,0,8.02,10.88,6.17,1.9
20.24321,85.84161,2019,12,30,3.81,16.01,3.8,16.23,11.22,21.68,74.81,0,8.53,11.81,5.25,2.06
20.24321,85.84161,2019,12,31,4.39,16.73,3.73,16.52,11.3,22.31,79.81,0,9.27,13.06,5.24,2.06
20.24321,85.84161,2020,1,1,4.18,17.63,4.72,17.42,12.42,23.11,80.37,0.06,9.88,14.04,5.67,3.94
20.24321,85.84161,2020,1,2,2.86,19.98,4.6,19.42,14.9,24.26,83.73,0.91,11.67,16.61,5.77,2.97
20.24321,85.84161,2020,1,3,0.65,18.61,6.43,18.21,16.78,20.57,90.39,5.9,11.72,16.6,9.2,4.86
20.24321,85.84161,2020,1,4,1.95,18.49,4.31,17.97,16.07,21.23,89.2,3.59,11.4,16.15,4.99,3.67
20.24321,85.84161,2020,1,5,3.68,18.65,4.27,18.5,14.49,23.55,84.53,0.01,11.16,15.85,5.19,3.17
20.24321,85.84161,2020,1,6,4.39,17.23,4.05,16.86,11.76,22.24,77.79,0,9.23,13,6.3,2.07
20.24321,85.84161,2020,1,7,4.4,17.25,1.77,17.47,11.56,22.32,72.11,0,8.9,12.47,4.31,0.15
20.24321,85.84161,2020,1,8,4.33,17.82,2.6,18.06,12.73,23.76,72.77,0,9.34,13.17,4.98,1.05
20.24321,85.84161,2020,1,9,2.82,19.82,2.16,20.16,15.82,24.25,84.4,0.42,12.38,17.46,4.22,0.79
20.24321,85.84161,2020,1,10,3.13,19.1,3.97,18.83,16,21.92,85.09,0.14,11.47,16.28,5,2.31
20.24321,85.84161,2020,1,11,4.51,16.94,4.52,16.36,11.92,21.7,77.02,0,8.86,12.37,6.02,3.16
20.24321,85.84161,2020,1,12,4.63,15.77,4.1,15.37,9.64,21.23,70.03,0,7.57,10,6.72,2.62
20.24321,85.84161,2020,1,13,4.6,16.18,3.23,16.44,9.8,22.45,65.55,0,7.6,10.05,5.93,1.08
20.24321,85.84161,2020,1,14,4.6,17.35,2.43,17.88,10.98,24.22,64.51,0,8.2,11.19,4.62,0.74
20.24321,85.84161,2020,1,15,4.59,18.47,2.03,19.18,13.25,25.41,69.37,0,9.56,13.52,3.24,0.15
20.24321,85.84161,2020,1,16,4.61,19.24,1.84,20.28,15.43,25.89,74.1,0,10.94,15.59,3.41,0.34
20.24321,85.84161,2020,1,17,4.63,19.59,1.84,20.36,15.62,25.57,76.77,0,11.39,16.21,3.34,0.79
20.24321,85.84161,2020,1,18,4.42,19.72,1.43,20.61,15.69,25.74,70.79,0,10.66,15.21,2.54,0.16
20.24321,85.84161,2020,1,19,4.58,20.1,1.38,21.05,15.41,26.55,62.83,0,9.72,13.8,2.57,0.28
20.24321,85.84161,2020,1,20,4.12,20.3,2.9,19.99,15.31,24.63,79.27,0,11.48,16.34,5.37,0.52
20.24321,85.84161,2020,1,21,3.94,20.19,3.06,19.57,15.4,24.54,81.58,0,11.5,16.36,4.8,1.47
20.24321,85.84161,2020,1,22,4.68,19.79,2.24,19.88,14.31,25.11,75.46,0,10.83,15.48,3.58,0.61
20.24321,85.84161,2020,1,23,4.6,20.97,2.33,21.11,15.18,26.83,74,0,11.49,16.38,3.79,0.92
20.24321,85.84161,2020,1,24,4.64,20.51,3.52,20.38,16.17,25.1,75.55,0,11.21,15.98,5.38,1.93
20.24321,85.84161,2020,1,25,4.87,18.77,2.26,19.01,12.78,24.32,65.46,0,8.91,12.48,4.24,0.07
20.24321,85.84161,2020,1,26,4.61,18.87,3.64,18.89,13.14,25.11,67.63,0,9.16,12.86,6.72,1.48
20.24321,85.84161,2020,1,27,4.96,18.48,4.29,18.52,11.59,24.76,63.35,0.01,8.38,11.52,7.22,2.26
20.24321,85.84161,2020,1,28,4.53,19.95,3.02,20.56,16.02,25.98,67.78,0,10.19,14.5,6.68,0.57
